name,acc,short_l,short_l/2,short_l/5,med_l,med_l/2,med_l/5,long_l,long_l/2,long_l/5
1H7D_1_A,67.972,97.959,95.833,88.889,100.0,100.0,100.0,100.0,100.0,100.0
2JWL_1_A,50.201,71.622,100.0,100.0,60.811,75.676,100.0,66.216,100.0,100.0
2D9D_1_A,66.898,66.292,59.091,41.176,53.933,38.636,23.529,28.09,11.364,0.0
4MES_1_A,53.796,64.835,58.242,47.222,55.495,41.758,44.444,79.121,76.923,75.0
2LUR_1_A,43.995,89.655,100.0,100.0,58.621,100.0,100.0,34.483,42.857,60.0
2FCW_d2fcwb1,43.064,56.41,89.474,100.0,33.333,42.105,71.429,87.179,78.947,71.429
1ABZ_1_A,59.765,80.0,70.0,62.5,80.0,60.0,37.5,45.0,30.0,0.0
1OE1_d1oe1a1,57.201,51.572,56.962,80.645,41.509,56.962,100.0,59.119,70.886,100.0
3AG3_8_H,56.353,50.588,35.714,47.059,48.235,33.333,35.294,44.706,26.19,11.765
3TNJ_1_A,59.178,50.0,37.333,50.0,60.667,52.0,43.333,84.667,93.333,96.667
2QRD_2_B,72.805,48.454,68.75,100.0,59.794,87.5,100.0,69.072,56.25,63.158
2ZHG_2_A,70.61,59.74,67.532,96.667,74.675,72.727,60.0,55.844,38.961,23.333
2ZVK_2_U,63.0,90.476,80.0,75.0,100.0,100.0,100.0,80.952,60.0,0.0
4UB8_20_R,53.028,82.353,76.471,66.667,100.0,100.0,100.0,100.0,100.0,100.0
1EI0_1_A,67.244,44.737,57.895,100.0,39.474,52.632,100.0,39.474,47.368,100.0
3W1Y_1_A,54.792,58.394,41.176,29.63,90.511,88.235,85.185,48.905,58.824,66.667
4HTR_d4htra4,51.524,44.138,58.333,93.103,51.724,77.778,100.0,47.586,44.444,37.931
3MJ0_1_A,49.921,66.129,100.0,100.0,51.613,77.419,100.0,39.516,35.484,33.333
2LWL_1_A,42.37,40.816,62.5,100.0,44.898,79.167,100.0,67.347,66.667,66.667
4K8W_1_A,52.672,57.364,73.438,100.0,44.186,56.25,88.0,55.814,57.812,84.0
4KC3_1_A,50.503,50.314,82.278,100.0,67.296,70.886,96.774,66.667,53.165,32.258
2WM8_1_A,60.875,44.92,45.161,83.784,57.219,64.516,81.081,63.636,83.871,97.297
1BYI_1_A,60.74,50.893,46.429,70.455,72.321,66.071,59.091,56.696,58.929,43.182
1WVF_d1wvfa2,63.312,56.356,52.542,61.702,51.695,36.441,25.532,63.136,68.644,80.851
2YT9_d2yt9a2,51.52,60.0,100.0,100.0,60.0,41.667,40.0,48.0,33.333,40.0
1DJW_d1djwa1,54.801,47.475,44.898,26.316,29.293,22.449,15.789,62.626,46.939,42.105
2H09_1_A,69.397,45.161,67.532,100.0,43.226,44.156,93.548,54.839,57.143,77.419
2VOH_2_B,85.243,46.154,38.462,40.0,100.0,100.0,100.0,88.462,76.923,40.0
1E7U_d1e7ua2,55.808,73.563,68.966,70.588,58.046,67.816,61.765,66.092,73.563,97.059
3JBP_11_O,49.848,48.101,61.538,100.0,55.696,58.974,80.0,50.633,66.667,100.0
2Q9Q_d2q9qg-,75.396,41.379,31.944,37.931,59.31,50.0,37.931,42.759,30.556,31.034
2CO8_d2co8a1,21.12,51.515,56.25,66.667,24.242,25.0,16.667,48.485,31.25,33.333
2FOT_2_C,87.146,61.905,61.905,62.5,100.0,100.0,100.0,100.0,100.0,100.0
2GKW_2_B,48.443,100.0,100.0,100.0,100.0,100.0,100.0,83.333,66.667,0.0
4NUT_2_B,43.073,31.579,25.0,36.364,92.982,85.714,81.818,100.0,100.0,100.0
4O32_1_A,58.187,63.768,62.319,96.296,62.319,60.87,92.593,84.783,100.0,100.0
3S4Y_d3s4yb2,41.457,50.0,54.762,50.0,69.048,73.81,81.25,90.476,85.714,81.25
2ABL_1_A,64.188,74.847,100.0,100.0,81.595,100.0,100.0,71.779,74.074,81.25
2F96_1_A,63.393,61.607,68.75,100.0,67.857,80.357,100.0,68.304,80.357,93.182
1Y82_1_A,60.803,52.229,42.308,48.387,52.229,53.846,93.548,57.962,82.051,93.548
4IAB_1_A,64.253,86.62,97.183,100.0,94.366,97.183,100.0,59.155,50.704,71.429
2K58_1_B,58.204,51.429,47.059,42.857,100.0,100.0,100.0,100.0,100.0,100.0
3X0F_1_A,47.311,54.839,50.0,50.0,52.688,43.478,33.333,46.237,50.0,50.0
3Q8G_d3q8ga1,63.507,39.56,28.889,50.0,54.945,33.333,27.778,58.242,44.444,16.667
2XZ2_1_A,55.877,45.455,30.303,53.846,40.909,36.364,23.077,40.909,39.394,38.462
3T6Z_d3t6zc3,62.589,71.728,57.895,44.737,53.403,52.632,31.579,83.246,97.895,100.0
1RMD_d1rmda2,47.377,31.395,41.86,100.0,53.488,46.512,58.824,69.767,67.442,47.059
3I96_1_A,54.263,46.218,62.712,100.0,42.857,62.712,95.652,39.496,61.017,100.0
2W9J_1_A,49.772,59.341,77.778,100.0,78.022,97.778,100.0,49.451,40.0,38.889
3MHV_1_C,59.16,45.299,39.655,56.522,47.863,41.379,52.174,39.316,29.31,17.391
3FET_1_A,56.907,62.048,73.494,100.0,65.06,95.181,100.0,57.831,69.88,81.818
2FI1_1_A,67.22,47.895,45.263,52.632,38.947,36.842,71.053,60.526,94.737,100.0
3CU7_d3cu7b4,52.612,65.455,80.0,81.818,88.182,100.0,100.0,82.727,90.909,100.0
2GUH_1_A,67.02,54.206,50.467,59.524,68.224,57.009,52.381,46.729,41.121,30.952
3EGW_3_C,68.448,77.333,76.786,71.111,92.0,87.5,80.0,87.111,84.821,84.444
2CU7_1_A,63.927,65.278,75.0,78.571,56.944,52.778,42.857,69.444,55.556,42.857
2XOM_1_A,53.812,38.816,30.263,23.333,40.789,47.368,50.0,98.026,100.0,100.0
3EXN_1_A,64.796,51.875,83.75,100.0,68.125,100.0,100.0,60.0,83.75,96.875
1ZSW_d1zswa2,74.007,77.059,94.118,100.0,64.706,91.765,97.059,40.0,45.882,50.0
3KT2_1_A,57.668,71.429,65.347,75.0,51.724,49.505,47.5,87.685,84.158,77.5
3RSN_1_A,62.211,57.062,63.636,74.286,52.542,56.818,85.714,41.808,30.682,28.571
2EHG_1_A,53.646,65.101,72.973,96.552,69.128,95.946,100.0,69.128,98.649,100.0
2BAF_1_A,89.915,89.157,83.133,72.727,77.711,62.651,60.606,90.964,86.747,72.727
4QFV_1_A,67.535,43.59,32.479,32.609,71.795,58.974,36.957,73.504,76.068,78.261
2BBZ_1_A,66.202,57.43,50.806,42.857,60.643,58.065,40.816,82.329,80.645,71.429
3GQH_1_A,64.146,71.779,96.296,100.0,68.712,88.889,100.0,64.417,66.667,65.625
4AQR_2_D,88.089,80.702,85.714,72.727,100.0,100.0,100.0,100.0,100.0,100.0
1EIT_1_A,45.37,86.486,100.0,100.0,81.081,100.0,100.0,37.838,44.444,71.429
4HI0_3_E,59.244,55.276,42.424,35.897,45.226,32.323,10.256,81.407,86.869,94.872
3ZWZ_2_B,63.194,69.231,100.0,100.0,56.41,52.632,100.0,82.051,89.474,71.429
4FIP_3_C,89.649,69.444,55.556,35.714,100.0,100.0,100.0,100.0,100.0,100.0
2EE7_1_A,61.87,44.094,36.508,44.0,65.354,61.905,52.0,63.78,57.143,64.0
3JYG_1_A,66.256,55.319,56.383,83.784,61.17,61.702,83.784,83.511,95.745,100.0
4I0K_1_A,69.638,57.658,63.964,81.818,63.063,66.667,63.636,64.414,79.279,88.636
1H3L_1_A,64.107,62.069,51.163,58.824,59.77,46.512,58.824,49.425,44.186,52.941
1XQU_1_A,53.301,61.905,75.342,100.0,69.388,100.0,100.0,45.578,49.315,89.655
3DPL_2_R,59.334,49.057,56.604,90.476,66.981,69.811,61.905,52.83,47.17,47.619
4IS1_3_C,62.981,52.632,89.286,100.0,26.316,25.0,45.455,100.0,100.0,100.0
4JKJ_1_A,62.672,71.93,64.035,84.444,54.386,49.123,35.556,67.982,85.088,97.778
4GCI_d4gcib2,64.667,45.0,41.667,50.0,65.0,48.333,29.167,45.0,40.0,37.5
5E27_1_A,78.336,58.468,70.968,97.959,71.774,79.839,85.714,40.323,39.516,77.551
1CPN_1_A,58.423,56.25,80.769,97.561,51.442,63.462,65.854,53.365,56.731,56.098
1Q79_d1q79a2,70.778,68.367,64.286,94.872,51.02,58.163,97.436,58.163,61.224,76.923
3R5X_d3r5xd1,68.322,60.19,74.286,100.0,53.555,63.81,100.0,73.934,67.619,69.048
1JE3_1_A,62.291,62.887,72.917,100.0,77.32,81.25,100.0,94.845,100.0,100.0
2XQN_1_A,89.256,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2BW3_2_B,68.991,42.857,30.952,25.0,92.857,88.095,75.0,100.0,100.0,100.0
5DJN_1_A,88.683,69.149,63.83,50.0,100.0,100.0,100.0,100.0,100.0,100.0
1NZE_d1nzea-,61.376,45.536,35.714,50.0,47.321,51.786,95.455,44.643,46.429,59.091
2JSA_1_A,50.023,35.354,32.653,63.158,40.404,38.776,63.158,50.505,46.939,42.105
3NI8_1_A,57.056,69.62,94.937,100.0,74.684,100.0,100.0,63.924,97.468,100.0
4WZX_2_E,31.25,73.913,72.727,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2OZ4_d2oz4a2,54.15,73.196,97.917,100.0,60.825,72.917,68.421,97.938,100.0,100.0
3G98_1_A,47.18,52.252,72.727,100.0,31.532,49.091,100.0,64.865,85.455,86.364
1AOG_d1aogb2,55.329,60.684,96.552,100.0,60.684,65.517,100.0,99.145,100.0,100.0
1V4R_1_A,52.16,44.118,68.627,100.0,50.98,41.176,60.0,34.314,31.373,55.0
1EXT_d1extb1,36.722,26.667,30.0,58.333,30.0,26.667,33.333,60.0,70.0,75.0
3WWT_1_A,62.377,41.727,40.58,33.333,69.784,53.623,48.148,53.237,46.377,33.333
2QGO_1_A,47.622,77.305,90.0,100.0,63.121,68.571,100.0,60.284,67.143,71.429
3H3H_1_A,53.577,67.213,100.0,100.0,87.705,96.721,100.0,46.721,37.705,41.667
2LQJ_1_A,58.692,60.638,70.213,100.0,72.34,100.0,100.0,100.0,100.0,100.0
2IF7_1_A,65.977,62.176,75.0,81.579,51.813,56.25,55.263,73.057,66.667,57.895
3AG3_11_K,79.175,80.357,78.571,54.545,100.0,100.0,100.0,100.0,100.0,100.0
3KT9_1_A,46.453,77.451,100.0,100.0,87.255,100.0,100.0,75.49,100.0,100.0
2HR2_1_A,65.808,44.025,48.101,83.871,51.572,67.089,96.774,30.818,29.114,32.258
2IFS_1_A,62.204,71.598,98.81,100.0,69.231,100.0,100.0,41.42,28.571,36.364
3H2B_1_A,61.751,61.084,63.366,85.0,73.892,96.04,100.0,82.266,93.069,100.0
1X5W_d1x5wa2,35.553,37.931,42.857,40.0,58.621,64.286,80.0,100.0,100.0,100.0
3ESI_1_A,56.543,54.264,64.062,72.0,80.62,90.625,88.0,85.271,89.062,100.0
1SQS_1_A,68.234,61.157,53.719,62.5,66.529,58.678,54.167,89.256,100.0,100.0
1HRU_1_A,57.038,56.383,53.191,83.784,59.574,63.83,94.595,54.255,61.702,70.27
3JBP_41_A6,47.345,34.694,28.571,36.842,51.02,30.612,26.316,93.878,91.837,94.737
3KND_2_B,76.562,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2EQJ_1_A,57.231,100.0,100.0,100.0,100.0,100.0,100.0,43.939,39.394,23.077
5A43_1_A,57.98,73.81,66.667,68.0,68.254,65.079,44.0,44.444,39.683,32.0
2W27_d2w27a2,57.612,71.034,98.611,100.0,51.724,72.222,93.103,62.069,81.944,100.0
4GYT_1_A,62.393,62.887,53.608,50.0,71.649,62.887,55.263,64.948,64.948,57.895
2XIG_1_A,70.9,56.667,84.0,100.0,53.333,62.667,100.0,51.333,50.667,66.667
2Y4P_d2y4pd-,66.311,70.588,76.364,100.0,75.113,63.636,77.273,80.09,72.727,77.273
3RQ9_1_A,71.088,68.235,57.143,47.059,68.235,52.381,76.471,58.824,76.19,100.0
3G8Z_1_A,56.667,73.649,100.0,100.0,86.486,100.0,100.0,51.351,55.405,89.655
2JYS_1_A,49.149,73.832,98.113,100.0,53.271,69.811,100.0,31.776,16.981,23.81
4Y66_2_B,87.063,58.874,43.478,23.913,96.104,94.783,86.957,97.836,98.261,97.826
1YTV_2_M,100.0,94.048,88.095,68.75,94.048,88.095,68.75,94.048,88.095,68.75
3IU1_d3iu1b2,62.463,69.652,71.0,92.5,56.219,53.0,70.0,66.667,62.0,67.5
3IGQ_1_A,60.447,63.682,63.0,82.5,58.706,85.0,100.0,83.582,85.0,82.5
4AEY_1_A,59.743,53.205,41.026,74.194,74.359,100.0,100.0,87.821,98.718,100.0
2R4Q_1_A,49.02,49.057,52.83,100.0,58.491,81.132,90.476,99.057,100.0,100.0
2AUW_d2auwb1,50.524,41.176,41.176,100.0,70.588,52.941,38.462,42.647,26.471,15.385
1JVA_d1jvab2,54.067,51.695,61.017,91.304,55.085,57.627,100.0,66.949,57.627,43.478
1T0C_1_A,31.738,58.065,66.667,83.333,74.194,60.0,50.0,100.0,100.0,100.0
2DIF_d2difa2,37.875,42.5,65.0,100.0,37.5,15.0,12.5,82.5,80.0,87.5
4R52_1_A,61.659,80.46,97.701,100.0,58.046,85.057,100.0,56.322,83.908,100.0
2M5E_2_B,79.15,77.778,84.615,100.0,100.0,100.0,100.0,85.185,92.308,100.0
2CP6_1_A,79.435,74.419,66.279,100.0,70.93,75.581,100.0,56.977,54.651,52.941
4LD6_1_A,53.532,56.41,100.0,100.0,76.068,100.0,100.0,58.12,55.172,69.565
1A17_1_A,77.533,34.337,53.012,96.97,35.542,50.602,100.0,37.349,27.711,15.152
2ZXD_d2zxdb2,38.86,65.934,100.0,100.0,59.341,62.222,83.333,27.473,11.111,0.0
1Y02_d1y02a1,53.512,40.909,22.727,50.0,22.727,13.636,0.0,36.364,36.364,12.5
1C8N_d1c8nc-,61.947,67.123,54.128,18.605,68.037,53.211,4.651,89.041,93.578,100.0
4YGM_1_B,61.8,49.569,43.966,60.87,53.879,57.759,73.913,66.81,67.241,91.304
1M1X_d1m1xb4,42.768,70.968,100.0,100.0,58.065,46.667,33.333,100.0,100.0,100.0
1IFR_1_A,47.756,71.074,100.0,100.0,74.38,100.0,100.0,80.165,100.0,100.0
2L0O_1_A,64.0,33.333,33.333,33.333,100.0,100.0,100.0,100.0,100.0,100.0
4HEM_d4hemc1,43.564,85.149,100.0,100.0,86.139,100.0,100.0,78.218,78.0,75.0
3EDJ_d3edjb1,56.18,75.269,93.478,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3VKE_1_A,58.639,57.895,86.842,100.0,64.474,78.947,100.0,100.0,100.0,100.0
2YXH_1_A,75.646,44.828,39.655,47.826,49.138,39.655,47.826,42.241,29.31,4.348
2M5J_1_A,47.585,52.336,60.377,100.0,76.636,84.906,90.476,55.14,52.83,47.619
2KXY_1_A,61.29,77.0,70.0,45.0,76.0,68.0,55.0,49.0,36.0,35.0
1LL8_1_A,51.362,85.088,100.0,100.0,97.368,100.0,100.0,70.175,96.491,100.0
1LCY_d1lcya1,48.45,67.0,70.0,100.0,66.0,98.0,100.0,67.0,74.0,80.0
2NAJ_1_A,41.23,69.697,100.0,100.0,36.364,68.75,100.0,39.394,18.75,0.0
2A5Y_d2a5yb2,54.227,35.185,38.889,76.19,52.778,42.593,28.571,56.481,42.593,33.333
3CWX_1_A,47.917,56.25,45.455,28.571,75.568,64.773,45.714,85.227,84.091,82.857
3S6N_7_M,83.111,94.595,88.889,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4IKA_2_D,61.25,100.0,100.0,100.0,100.0,100.0,100.0,77.273,54.545,0.0
3ZIF_4_R,61.863,74.537,62.963,46.512,78.241,64.815,46.512,89.352,93.519,93.023
2X5Q_1_A,54.295,76.263,75.758,76.923,71.717,66.667,58.974,69.697,64.646,46.154
2YVE_d2yvea2,59.514,61.386,62.0,55.0,70.297,64.0,45.0,51.485,40.0,20.0
5ACA_2_2,63.665,64.734,53.398,29.268,35.749,22.33,31.707,70.048,84.466,87.805
2C31_d2c31b1,59.148,64.0,52.874,54.286,64.571,62.069,91.429,81.714,87.356,91.429
4L1J_2_B,67.256,56.863,44.118,40.0,43.627,27.451,30.0,61.275,52.941,50.0
4IOD_1_B,56.828,54.487,50.0,70.968,40.385,37.179,38.71,58.974,53.846,54.839
4R9U_2_C,67.747,61.847,62.097,81.633,71.888,66.129,57.143,60.643,70.161,89.796
2MAK_1_A,77.989,51.22,48.78,37.5,76.829,58.537,31.25,95.122,92.683,87.5
2EAY_1_A,64.381,71.245,99.138,100.0,66.524,81.897,89.13,64.378,88.793,97.826
2HPS_1_A,62.187,46.774,40.86,18.919,47.849,33.333,21.622,65.054,68.817,89.189
2JQA_1_A,61.416,63.087,79.73,100.0,80.537,98.649,100.0,67.785,70.27,82.759
2UUC_d2uucc1,62.005,55.238,63.462,100.0,45.714,65.385,100.0,63.81,100.0,100.0
2LRE_1_A,28.326,52.459,53.333,50.0,57.377,43.333,33.333,45.902,46.667,33.333
4OK7_1_A,69.318,54.26,48.649,61.364,66.816,60.36,50.0,86.996,81.982,77.273
3R0A_1_A,68.208,55.285,68.852,100.0,69.106,83.607,100.0,59.35,49.18,37.5
3EXM_1_A,65.68,69.198,100.0,100.0,70.042,99.153,100.0,45.992,39.831,70.213
1GWM_1_A,53.872,57.516,47.368,33.333,49.673,27.632,36.667,68.627,100.0,100.0
1DEC_1_A,40.697,43.59,89.474,100.0,46.154,57.895,100.0,92.308,100.0,100.0
1SH8_1_A,63.472,61.039,72.727,100.0,65.584,83.117,100.0,100.0,100.0,100.0
4NEF_1_A,64.894,72.727,67.769,58.333,80.992,85.95,87.5,82.231,84.298,75.0
5ENF_1_A,66.561,51.145,32.308,30.769,44.275,40.0,34.615,39.695,30.769,15.385
2G9J_1_C,80.131,43.243,38.889,14.286,100.0,100.0,100.0,100.0,100.0,100.0
2IFX_1_A,59.283,64.912,68.421,63.636,71.053,64.912,95.455,99.123,100.0,100.0
1ZTO_1_A,54.565,89.189,83.333,71.429,100.0,100.0,100.0,100.0,100.0,100.0
3LBX_2_B,80.63,72.973,64.13,54.054,79.459,69.565,59.459,70.27,63.043,56.757
4RAJ_1_A,65.447,57.895,45.528,46.939,77.733,64.228,53.061,53.441,44.715,34.694
1N62_1_A,55.565,59.639,81.928,100.0,61.446,63.855,93.939,54.819,53.012,48.485
1K7J_1_A,56.264,60.68,61.165,100.0,57.282,65.049,97.561,44.66,37.864,46.341
4ZFJ_1_A,58.95,70.213,95.727,97.872,54.043,54.701,89.362,54.468,83.761,100.0
2KMM_1_A,48.677,36.986,33.333,42.857,60.274,72.222,100.0,47.945,52.778,64.286
3PR9_1_A,68.227,72.611,93.59,100.0,64.331,67.949,100.0,95.541,100.0,100.0
1JFI_4_B,87.638,65.363,53.933,51.429,45.251,37.079,42.857,68.156,52.809,54.286
2C2I_1_A,61.222,66.887,72.0,100.0,73.51,96.0,100.0,98.675,100.0,100.0
2OI8_1_A,73.977,62.037,51.852,62.791,71.296,62.037,79.07,62.963,57.407,53.488
2V1Y_1_A,49.593,70.37,94.444,100.0,62.037,83.333,100.0,52.778,72.222,100.0
1N8Y_d1n8yc2,55.712,50.602,40.964,36.364,67.47,60.241,42.424,45.783,63.855,87.879
4FBY_17_y,73.98,56.522,39.13,22.222,100.0,100.0,100.0,100.0,100.0,100.0
2OOC_1_A,56.98,38.053,35.714,45.455,53.097,50.0,31.818,49.558,46.429,36.364
1J5B_1_A,62.893,55.263,42.105,28.571,100.0,100.0,100.0,100.0,100.0,100.0
2HW4_1_A,53.619,52.083,59.722,100.0,59.722,97.222,100.0,72.222,98.611,100.0
1J1J_1_A,70.711,57.5,49.167,54.167,62.917,50.833,50.0,63.75,57.5,56.25
1YYP_2_B,42.5,90.909,90.909,75.0,100.0,100.0,100.0,100.0,100.0,100.0
4UZW_1_A,60.04,38.0,24.0,50.0,44.0,48.0,100.0,34.0,24.0,20.0
1XO0_d1xo0b2,68.103,68.396,71.698,92.857,74.057,67.925,90.476,63.679,55.66,50.0
2JRJ_1_A,44.12,84.615,100.0,100.0,51.923,42.308,60.0,50.0,34.615,40.0
4ZJM_7_G,51.379,99.16,100.0,100.0,99.16,100.0,100.0,73.95,81.356,100.0
2M86_1_A,31.219,56.863,76.0,100.0,37.255,52.0,70.0,80.392,68.0,60.0
2IY1_1_A,65.166,59.292,76.991,100.0,61.947,68.142,100.0,50.0,43.363,40.0
2MCA_1_A,43.388,58.252,62.745,100.0,30.097,41.176,100.0,70.874,72.549,80.0
3B4S_1_A,73.878,44.681,34.043,38.889,64.894,51.064,44.444,76.596,70.213,61.111
4V8M_33_AZ,45.74,66.99,70.588,100.0,90.291,100.0,100.0,63.107,100.0,100.0
4A3R_d4a3rd1,57.499,56.204,77.941,100.0,76.642,100.0,100.0,44.526,38.235,51.852
2RNJ_d2rnja-,50.524,59.701,90.909,100.0,67.164,57.576,84.615,20.896,12.121,23.077
2F8E_2_A,64.0,100.0,100.0,100.0,73.913,100.0,100.0,73.913,45.455,0.0
3J9T_d3j9tz2,67.185,63.291,51.282,26.667,74.684,69.231,60.0,73.418,84.615,80.0
5C4Y_1_A,63.592,63.587,46.739,36.111,64.674,54.348,47.222,63.043,51.087,52.778
1C9B_d1c9bq2,48.868,48.624,51.852,95.238,42.202,44.444,80.952,34.862,37.037,61.905
1SDD_d1sddb1,61.239,46.269,60.606,46.154,73.134,100.0,100.0,59.701,63.636,100.0
1JLI_1_A,49.251,65.179,57.143,40.909,66.071,57.143,40.909,50.893,50.0,45.455
2D92_1_A,55.504,49.074,53.704,95.238,81.481,100.0,100.0,97.222,100.0,100.0
2L37_1_A,63.926,69.767,47.619,50.0,48.837,57.143,100.0,34.884,14.286,0.0
3C2B_1_A,70.797,49.774,44.545,56.818,67.421,52.727,61.364,51.131,50.909,52.273
1GPE_d1gpeb2,63.13,29.082,17.347,23.077,45.408,25.51,17.949,37.245,29.592,30.769
2Q3Z_d2q3za1,55.714,75.573,83.077,96.154,73.282,72.308,80.769,89.313,93.846,100.0
2D3J_1_A,57.978,55.414,55.128,61.29,63.057,65.385,83.871,49.045,58.974,70.968
3D0J_1_A,55.493,77.857,80.0,100.0,72.143,75.714,100.0,39.286,65.714,100.0
1JS8_d1js8b2,55.308,66.337,80.0,100.0,78.218,94.0,100.0,84.158,96.0,100.0
1QA5_1_A,75.191,70.69,65.517,72.727,91.379,82.759,72.727,100.0,100.0,100.0
2FE1_1_A,58.609,47.436,47.436,70.968,48.718,43.59,48.387,50.641,57.692,93.548
4NDI_1_A,61.843,71.429,75.824,100.0,72.527,75.824,94.444,64.286,53.846,75.0
3K8U_1_A,52.816,54.487,91.026,100.0,65.385,98.718,100.0,64.103,84.615,96.774
1KZY_d1kzyd1,50.825,44.444,23.684,23.333,36.601,22.368,6.667,58.17,51.316,50.0
1GMJ_1_A,97.183,53.571,52.381,43.75,100.0,100.0,100.0,100.0,100.0,100.0
3PA6_1_A,44.087,38.318,30.189,28.571,27.103,18.868,9.524,15.888,9.434,19.048
2AB5_d2ab5b2,55.28,71.094,79.688,100.0,77.344,89.062,100.0,74.219,73.438,100.0
4OHJ_d4ohjb1,45.546,68.085,48.936,50.0,30.851,25.532,22.222,54.255,40.426,27.778
4J0Q_d4j0qe3,44.606,65.591,89.13,100.0,59.14,89.13,94.444,80.645,100.0,100.0
2MSO_1_A,33.889,33.333,46.667,66.667,16.667,20.0,33.333,43.333,33.333,0.0
3IHW_1_A,57.073,54.891,53.261,91.667,69.565,64.13,97.222,75.0,81.522,100.0
3ZFW_2_X,63.636,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4X9Z_1_A,46.6,86.0,96.0,100.0,82.0,100.0,100.0,92.0,88.0,70.0
4GAF_d4gafb1,51.844,57.426,72.0,85.0,51.485,66.0,100.0,88.119,100.0,100.0
1OB8_1_A,49.184,64.444,94.03,100.0,63.704,97.015,100.0,26.667,11.94,11.111
2OY9_1_A,53.467,57.143,59.184,73.684,57.143,42.857,36.842,65.306,57.143,47.368
3NWZ_1_A,69.374,65.909,93.182,100.0,75.0,89.773,100.0,89.773,93.182,100.0
3LTL_1_A,66.706,48.815,37.143,30.952,66.825,59.048,52.381,66.351,61.905,52.381
3HLU_1_A,60.068,53.125,62.5,100.0,73.958,100.0,100.0,98.958,100.0,100.0
1CWV_d1cwva5,34.86,62.0,64.0,100.0,64.0,46.0,55.0,64.0,58.0,55.0
1TUK_1_A,40.477,41.791,63.636,100.0,61.194,57.576,53.846,58.209,66.667,69.231
1BHI_1_A,34.557,34.211,21.053,57.143,15.789,5.263,0.0,100.0,100.0,100.0
4YV4_1_A,95.111,68.966,68.966,72.727,100.0,100.0,100.0,100.0,100.0,100.0
1OVM_d1ovmd2,56.562,44.944,46.067,51.429,71.91,70.787,77.143,70.787,82.022,100.0
1F00_d1f00i2,42.129,65.169,90.909,100.0,67.416,77.273,100.0,48.315,36.364,41.176
2XUV_1_A,45.201,67.089,58.974,40.0,83.544,89.744,100.0,58.228,51.282,40.0
1W9N_1_A,65.557,96.774,93.333,83.333,100.0,100.0,100.0,100.0,100.0,100.0
1HLV_d1hlva2,59.461,46.032,48.387,91.667,33.333,9.677,8.333,38.095,12.903,0.0
2GPO_2_C,87.0,76.0,66.667,60.0,100.0,100.0,100.0,100.0,100.0,100.0
2LMK_1_A,49.523,61.404,50.0,63.636,78.947,71.429,81.818,40.351,46.429,72.727
3E7K_1_A,90.123,51.786,42.857,36.364,100.0,100.0,100.0,100.0,100.0,100.0
5AJ3_28_i,84.848,69.811,64.151,61.905,96.226,94.34,85.714,100.0,100.0,100.0
4LMS_1_A,78.922,80.0,75.0,56.25,70.0,60.0,75.0,70.0,100.0,100.0
2WX3_1_A,72.796,62.745,44.0,10.0,100.0,100.0,100.0,100.0,100.0,100.0
3PWX_1_A,72.343,63.18,55.462,51.064,76.569,67.227,68.085,73.222,66.387,70.213
1GG4_d1gg4b3,44.794,26.531,26.531,63.158,38.776,53.061,100.0,48.98,65.306,100.0
1P5G_d1p5gx4,50.629,61.458,100.0,100.0,47.917,66.667,100.0,61.458,95.833,100.0
2LUT_1_A,82.477,51.2,61.29,92.0,59.2,98.387,100.0,50.4,45.161,40.0
2EBF_d2ebfx2,60.234,67.123,70.642,86.047,73.973,61.468,48.837,89.041,86.239,76.744
1T6F_1_A,94.522,67.568,66.667,57.143,100.0,100.0,100.0,100.0,100.0,100.0
3GJ8_2_B,71.056,61.957,93.478,100.0,26.087,19.565,44.444,97.826,95.652,88.889
4HWI_2_B,78.02,47.191,56.18,77.143,48.876,57.303,77.143,45.506,67.416,100.0
1IN0_d1in0b2,60.902,63.514,81.081,100.0,52.703,51.351,78.571,67.568,54.054,14.286
2BP3_2_S,78.512,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3G46_1_A,57.567,50.0,32.877,34.483,76.027,73.973,55.172,53.425,50.685,48.276
2IU5_1_A,69.748,64.615,63.918,74.359,56.923,48.454,64.103,58.462,49.485,53.846
2AGJ_d2agjh1,53.944,64.167,98.333,100.0,94.167,100.0,100.0,96.667,100.0,100.0
3TGU_6_F,65.347,56.364,50.909,36.364,96.364,92.727,95.455,53.636,38.182,40.909
2CC3_1_A,61.145,66.0,69.333,100.0,84.0,100.0,100.0,73.333,98.667,100.0
3PGE_d3pgeb2,71.22,64.865,38.889,0.0,100.0,100.0,100.0,75.676,66.667,57.143
2QTV_d2qtva1,58.959,52.427,66.667,100.0,64.078,52.941,60.0,51.456,39.216,30.0
3SKQ_1_A,66.011,54.217,37.903,38.776,63.855,50.806,42.857,76.707,69.355,59.184
1SUR_1_A,67.688,47.907,59.813,88.372,65.581,64.486,60.465,59.07,81.308,100.0
